EmployeeID,Department,JobRole,Age,Gender,Education,MaritalStatus,YearsExperience,YearsAtCompany,MonthlySalary,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,PromotionLast5Years,TrainingTimesLastYear,Attrition,TenureBucket,Attrition_Flag,OverTime_Flag
EMP01456,Support,Support Lead,31.0,Male,Bachelor's,Married,9,1,59704.65,15.8,Yes,3.0,2.0,3,0,3,No,0-1 yrs,0,1
EMP00998,Engineering,QA Engineer,43.0,Female,Bachelor's,Divorced,25,1,120265.92,43.7,Yes,1.0,3.0,3,0,1,Yes,0-1 yrs,1,1
EMP01114,Engineering,Engineering Manager,32.0,Male,Bachelor's,Divorced,8,3,86587.43,5.0,No,1.0,1.0,3,1,3,Yes,2-3 yrs,1,0
EMP00120,Engineering,Engineering Manager,26.0,Female,Master's,Single,1,1,88465.23,0.7,No,4.0,4.0,3,0,4,No,0-1 yrs,0,0
EMP00286,Engineering,Software Engineer,35.0,Male,Bachelor's,Married,14,1,91865.24,0.4,No,3.0,3.0,3,0,2,No,0-1 yrs,0,0
EMP00803,Engineering,QA Engineer,23.0,Male,PhD,Married,1,1,91653.7,6.5,No,4.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP00897,Support,Support Lead,45.0,Male,Bachelor's,Single,21,6,81449.43,11.6,No,3.0,3.0,2,0,4,No,4-6 yrs,0,0
EMP00501,Finance,Finance Manager,40.0,Male,Bachelor's,Divorced,9,4,81495.3,0.9,No,4.0,3.0,3,1,0,No,4-6 yrs,0,0
EMP00860,Marketing,Content Specialist,24.0,Female,Bachelor's,Married,4,3,57109.95,1.1,No,4.0,1.0,3,1,1,No,2-3 yrs,0,0
EMP00102,Hr,HR Manager,41.0,Male,Bachelor's,Single,18,5,78619.01,4.8,Yes,2.0,2.0,2,0,0,No,4-6 yrs,0,1
EMP00654,Finance,Accountant,32.0,Male,Bachelor's,Married,12,6,96364.05,1.5,Yes,2.0,4.0,3,0,5,Yes,4-6 yrs,1,1
EMP00686,Support,Support Lead,44.0,Female,High School,Single,24,2,82924.34,24.9,Yes,4.0,4.0,4,0,1,No,2-3 yrs,0,1
EMP00108,Marketing,Marketing Executive,59.0,Female,Bachelor's,Single,40,0,121639.36,14.9,No,2.0,3.0,2,0,0,No,0-1 yrs,0,0
EMP00665,Hr,Recruiter,27.0,Male,Bachelor's,Single,6,4,65698.51,2.8,No,4.0,4.0,3,1,3,No,4-6 yrs,0,0
EMP00007,Support,Support Executive,21.0,Female,Master's,Single,0,0,60998.6,7.4,No,1.0,2.0,1,1,1,No,0-1 yrs,0,0
EMP01316,Finance,Financial Analyst,44.0,Female,Bachelor's,Married,16,2,88725.49,0.3,Yes,1.0,3.0,3,0,3,No,2-3 yrs,0,1
EMP01417,Engineering,Senior Engineer,38.0,Male,High School,Married,13,2,81986.96,2.9,No,4.0,1.0,1,0,5,No,2-3 yrs,0,0
EMP00782,Sales,Sales Manager,30.0,Male,Master's,Married,2,2,59554.72,14.2,No,2.0,1.0,3,0,2,No,2-3 yrs,0,0
EMP00147,Sales,Account Manager,48.0,Female,Master's,Divorced,27,0,103641.25,8.7,No,1.0,4.0,4,0,2,No,0-1 yrs,0,0
EMP01046,Hr,Recruiter,38.0,Female,Bachelor's,Married,17,1,78693.45,7.7,No,2.0,1.0,3,0,3,Yes,0-1 yrs,1,0
EMP00638,Sales,Sales Executive,38.0,Female,Bachelor's,Married,15,1,81373.45,1.2,No,4.0,4.0,4,1,2,Yes,0-1 yrs,1,0
EMP00793,Finance,Finance Manager,40.0,Male,PhD,Married,16,3,114331.95,0.5,Yes,1.0,3.0,3,0,2,No,2-3 yrs,0,1
EMP00663,Support,Support Executive,30.0,Female,High School,Single,9,2,59665.57,4.4,No,3.0,3.0,3,0,2,No,2-3 yrs,0,0
EMP01163,Sales,Sales Executive,21.0,Female,Master's,Married,0,0,58767.55,11.7,No,3.0,2.0,3,1,5,No,0-1 yrs,0,0
EMP00234,Sales,Account Manager,36.0,Male,Master's,Divorced,17,17,87844.09,7.5,No,3.0,1.0,3,0,3,No,10+ yrs,0,0
EMP00013,Marketing,Marketing Executive,41.0,Female,Bachelor's,Married,14,3,75938.02,4.2,Yes,2.0,4.0,3,1,3,Yes,2-3 yrs,1,1
EMP00130,Support,Support Executive,21.0,Female,Bachelor's,Divorced,0,0,43850.21,17.4,Yes,1.0,3.0,2,0,3,Yes,0-1 yrs,1,1
EMP01097,Engineering,Senior Engineer,21.0,Female,Master's,Married,0,0,84843.9,8.5,Yes,3.0,4.0,4,0,4,Yes,0-1 yrs,1,1
EMP01044,Sales,Account Manager,43.0,Female,High School,Married,24,11,99767.15,2.2,Yes,4.0,4.0,4,0,5,No,10+ yrs,0,1
EMP00757,Sales,Sales Manager,39.0,Female,Bachelor's,Divorced,20,4,89770.8,9.6,No,4.0,3.0,3,0,3,No,4-6 yrs,0,0
EMP00153,Engineering,Engineering Manager,39.0,Male,Master's,Married,15,3,104229.15,2.4,No,4.0,4.0,4,0,0,No,2-3 yrs,0,0
EMP00283,Support,Support Lead,30.0,Male,PhD,Divorced,11,1,89784.78,6.8,Yes,4.0,2.0,2,0,2,Yes,0-1 yrs,1,1
EMP01466,Sales,Sales Manager,22.0,Female,Bachelor's,Single,0,0,49775.08,7.7,No,4.0,3.0,3,1,1,No,0-1 yrs,0,0
EMP00064,Hr,HR Manager,44.0,Female,PhD,Divorced,20,5,106987.31,3.0,Yes,4.0,1.0,3,1,4,No,4-6 yrs,0,1
EMP01392,Sales,Sales Executive,32.0,Male,Bachelor's,Married,11,0,72365.59,4.2,No,4.0,3.0,2,0,0,Yes,0-1 yrs,1,0
EMP00209,Finance,Accountant,21.0,Male,Master's,Single,3,1,82156.84,15.4,No,4.0,1.0,3,0,0,No,0-1 yrs,0,0
EMP01347,Sales,Account Manager,33.0,Male,Bachelor's,Single,14,5,75628.43,3.3,Yes,1.0,4.0,4,0,1,Yes,4-6 yrs,1,1
EMP01036,Finance,Finance Manager,41.0,Female,Bachelor's,Married,13,1,89428.04,10.1,Yes,3.0,4.0,4,0,4,No,0-1 yrs,0,1
EMP01358,Support,Support Executive,43.0,Male,Bachelor's,Married,21,3,88020.05,2.5,Yes,4.0,3.0,3,0,0,No,2-3 yrs,0,1
EMP01298,Engineering,Engineering Manager,31.0,Male,PhD,Married,13,6,118246.01,3.8,Yes,4.0,1.0,4,1,4,No,4-6 yrs,0,1
EMP00159,Marketing,Content Specialist,23.0,Male,Bachelor's,Married,5,0,63530.39,0.4,No,1.0,4.0,4,0,3,Yes,0-1 yrs,1,0
EMP00262,Sales,Sales Executive,36.0,Female,Bachelor's,Married,16,6,84869.25,3.8,No,3.0,4.0,3,1,1,No,4-6 yrs,0,0
EMP01066,Engineering,Software Engineer,55.0,Female,Master's,Single,24,2,122095.63,3.7,Yes,4.0,3.0,2,1,1,No,2-3 yrs,0,1
EMP00660,Engineering,QA Engineer,37.0,Female,PhD,Single,14,3,126192.34,9.8,Yes,1.0,3.0,4,1,2,No,2-3 yrs,0,1
EMP00961,Sales,Sales Manager,38.0,Female,High School,Divorced,15,6,65653.77,24.2,Yes,4.0,2.0,3,0,1,Yes,4-6 yrs,1,1
EMP00145,Sales,Sales Executive,56.0,Female,Bachelor's,Married,38,11,108955.74,5.0,No,4.0,1.0,4,0,4,No,10+ yrs,0,0
EMP01027,Engineering,QA Engineer,43.0,Male,Bachelor's,Single,15,12,104530.73,2.2,No,3.0,1.0,3,0,4,Yes,10+ yrs,1,0
EMP00887,Marketing,Marketing Executive,43.0,Female,Master's,Divorced,20,13,115574.74,32.4,No,4.0,4.0,4,0,3,No,10+ yrs,0,0
EMP00077,Support,Support Executive,26.0,Female,Master's,Married,0,0,56759.86,4.3,No,1.0,2.0,3,1,0,No,0-1 yrs,0,0
EMP00473,Finance,Financial Analyst,43.0,Male,Bachelor's,Divorced,16,1,95973.9,2.7,Yes,3.0,4.0,3,0,1,No,0-1 yrs,0,1
EMP00951,Engineering,Senior Engineer,46.0,Male,Bachelor's,Divorced,21,3,115747.96,17.5,No,4.0,2.0,4,0,4,No,2-3 yrs,0,0
EMP00854,Engineering,QA Engineer,37.0,Male,Master's,Single,16,6,106082.37,7.3,No,3.0,3.0,4,0,5,No,4-6 yrs,0,0
EMP00800,Support,Support Executive,29.0,Male,PhD,Married,3,3,70113.98,11.3,No,2.0,1.0,4,0,5,Yes,2-3 yrs,1,0
EMP00390,Marketing,Marketing Manager,27.0,Female,Master's,Married,2,2,69046.05,20.8,No,1.0,4.0,4,1,1,Yes,2-3 yrs,1,0
EMP00267,Finance,Finance Manager,42.0,Female,Bachelor's,Divorced,24,2,109215.89,6.0,No,4.0,3.0,3,1,1,No,2-3 yrs,0,0
EMP00588,Marketing,Marketing Executive,24.0,Male,Bachelor's,Divorced,2,0,67809.91,12.7,No,1.0,3.0,3,0,0,Yes,0-1 yrs,1,0
EMP00364,Support,Support Lead,32.0,Female,Bachelor's,Married,8,2,66197.46,18.8,No,2.0,1.0,4,0,0,No,2-3 yrs,0,0
EMP01372,Sales,Account Manager,40.0,Female,Master's,Single,16,2,92682.75,52.6,No,1.0,3.0,3,0,1,No,2-3 yrs,0,0
EMP00215,Marketing,Marketing Manager,33.0,Male,Master's,Divorced,6,2,83493.67,3.2,No,3.0,3.0,3,0,5,Yes,2-3 yrs,1,0
EMP01067,Support,Support Executive,43.0,Female,Bachelor's,Divorced,22,10,84489.29,2.2,No,3.0,1.0,3,0,0,No,7-10 yrs,0,0
EMP00384,Engineering,Senior Engineer,27.0,Male,High School,Divorced,7,6,86519.39,1.9,No,3.0,4.0,3,0,2,No,4-6 yrs,0,0
EMP00807,Support,Support Lead,25.0,Female,Master's,Single,2,1,63517.31,6.5,No,4.0,3.0,2,0,0,No,0-1 yrs,0,0
EMP00599,Finance,Accountant,41.0,Male,Master's,Divorced,19,0,108480.48,0.5,Yes,3.0,4.0,3,0,3,No,0-1 yrs,0,1
EMP01463,Marketing,Content Specialist,43.0,Female,Bachelor's,Divorced,24,3,93176.31,14.0,Yes,3.0,4.0,3,1,2,Yes,2-3 yrs,1,1
EMP00879,Support,Support Lead,21.0,Male,Bachelor's,Single,0,0,43651.68,1.1,Yes,1.0,1.0,4,0,4,Yes,0-1 yrs,1,1
EMP00520,Support,Support Executive,41.0,Male,Master's,Single,20,2,96811.69,3.3,No,3.0,1.0,3,0,5,No,2-3 yrs,0,0
EMP00254,Hr,HR Manager,30.0,Female,High School,Single,12,12,64113.02,1.0,No,1.0,1.0,3,0,1,Yes,10+ yrs,1,0
EMP00597,Engineering,Software Engineer,21.0,Male,PhD,Single,2,2,103781.16,12.0,No,3.0,1.0,2,1,0,Yes,2-3 yrs,1,0
EMP00003,Engineering,Software Engineer,42.0,Female,Master's,Divorced,20,2,119494.19,1.5,No,1.0,2.0,2,0,0,No,2-3 yrs,0,0
EMP00952,Hr,Recruiter,21.0,Male,Master's,Married,0,0,54916.56,5.7,No,2.0,3.0,3,1,2,No,0-1 yrs,0,0
EMP00437,Engineering,Engineering Manager,21.0,Male,High School,Divorced,0,0,58182.32,3.3,Yes,4.0,4.0,3,1,2,Yes,0-1 yrs,1,1
EMP00760,Engineering,QA Engineer,34.0,Male,PhD,Married,4,4,108444.2,11.8,No,3.0,2.0,2,0,2,No,4-6 yrs,0,0
EMP00496,Marketing,Marketing Executive,48.0,Male,Bachelor's,Single,30,3,110610.68,3.6,No,1.0,4.0,4,0,5,No,2-3 yrs,0,0
EMP01321,Marketing,Marketing Executive,34.0,Male,Bachelor's,Single,9,9,75717.7,3.1,No,1.0,3.0,2,0,5,Yes,7-10 yrs,1,0
EMP00617,Support,Support Lead,25.0,Female,Master's,Divorced,4,2,68522.3,2.4,No,3.0,1.0,3,0,3,No,2-3 yrs,0,0
EMP00366,Support,Support Lead,35.0,Male,High School,Divorced,4,0,45853.53,3.7,Yes,2.0,2.0,3,0,5,Yes,0-1 yrs,1,1
EMP00117,Engineering,Senior Engineer,28.0,Male,Master's,Married,2,2,89167.7,6.3,Yes,2.0,4.0,4,0,3,Yes,2-3 yrs,1,1
EMP00962,Hr,HR Manager,39.0,Male,Bachelor's,Single,20,0,79038.25,9.1,No,2.0,1.0,1,0,2,Yes,0-1 yrs,1,0
EMP01306,Finance,Accountant,33.0,Female,Bachelor's,Divorced,13,3,83373.66,19.4,No,3.0,2.0,3,1,1,No,2-3 yrs,0,0
EMP01403,Engineering,Software Engineer,35.0,Male,Master's,Single,7,1,110366.67,0.9,No,3.0,2.0,4,0,4,No,0-1 yrs,0,0
EMP01187,Engineering,QA Engineer,36.0,Female,Bachelor's,Single,18,1,101858.72,26.7,Yes,2.0,3.0,4,0,4,No,0-1 yrs,0,1
EMP00994,Sales,Sales Manager,28.0,Male,Bachelor's,Married,4,1,68224.48,4.8,No,3.0,2.0,3,0,1,Yes,0-1 yrs,1,0
EMP00357,Engineering,Software Engineer,41.0,Male,PhD,Divorced,13,6,116768.39,22.1,No,2.0,2.0,4,0,5,Yes,4-6 yrs,1,0
EMP00542,Finance,Financial Analyst,39.0,Female,High School,Single,13,9,84540.77,2.2,Yes,2.0,2.0,3,0,5,No,7-10 yrs,0,1
EMP00721,Engineering,Engineering Manager,40.0,Male,Bachelor's,Single,18,5,103505.57,1.2,Yes,4.0,2.0,4,1,2,No,4-6 yrs,0,1
EMP00343,Marketing,Content Specialist,34.0,Female,Bachelor's,Married,11,1,72672.0,10.5,No,3.0,2.0,2,0,2,Yes,0-1 yrs,1,0
EMP01486,Engineering,Software Engineer,21.0,Female,Master's,Married,0,0,80402.81,8.2,No,2.0,2.0,3,0,5,Yes,0-1 yrs,1,0
EMP00320,Support,Support Lead,45.0,Female,Master's,Divorced,26,12,96580.83,3.8,No,4.0,3.0,2,0,5,No,10+ yrs,0,0
EMP00154,Engineering,QA Engineer,41.0,Female,Bachelor's,Divorced,17,7,108296.03,27.2,No,4.0,4.0,3,0,5,No,7-10 yrs,0,0
EMP00767,Engineering,Engineering Manager,26.0,Male,Bachelor's,Single,4,2,81884.98,3.7,Yes,2.0,3.0,4,0,5,No,2-3 yrs,0,1
EMP00317,Support,Support Executive,27.0,Male,Bachelor's,Single,9,0,58608.27,6.1,Yes,3.0,2.0,3,0,0,No,0-1 yrs,0,1
EMP00308,Engineering,Engineering Manager,23.0,Male,Bachelor's,Single,2,2,80597.65,3.1,No,4.0,3.0,3,0,5,Yes,2-3 yrs,1,0
EMP00129,Marketing,Marketing Executive,37.0,Female,Master's,Single,16,13,93805.23,8.2,Yes,3.0,1.0,4,0,1,No,10+ yrs,0,1
EMP01295,Support,Support Executive,43.0,Male,Master's,Divorced,16,0,74410.23,11.9,Yes,2.0,3.0,3,0,4,No,0-1 yrs,0,1
EMP00619,Engineering,Software Engineer,48.0,Female,Bachelor's,Married,19,2,111255.75,11.4,Yes,2.0,1.0,3,0,4,Yes,2-3 yrs,1,1
EMP00293,Finance,Finance Manager,33.0,Female,Master's,Divorced,7,1,90560.52,0.9,No,4.0,2.0,4,0,0,Yes,0-1 yrs,1,0
EMP00513,Engineering,QA Engineer,21.0,Female,Bachelor's,Single,0,0,87151.84,0.9,Yes,1.0,1.0,4,0,5,No,0-1 yrs,0,1
EMP00041,Finance,Accountant,37.0,Male,Master's,Divorced,19,3,99617.13,2.3,No,1.0,1.0,3,0,5,No,2-3 yrs,0,0
EMP01168,Sales,Sales Executive,32.0,Male,Bachelor's,Single,8,3,64460.49,9.4,No,2.0,4.0,3,0,5,No,2-3 yrs,0,0
EMP00823,Marketing,Content Specialist,30.0,Female,Bachelor's,Married,10,1,76394.82,7.5,Yes,2.0,3.0,3,0,5,No,0-1 yrs,0,1
EMP00715,Support,Support Executive,35.0,Male,Master's,Single,17,0,81177.94,13.1,No,3.0,4.0,3,0,3,No,0-1 yrs,0,0
EMP00178,Finance,Finance Manager,46.0,Male,Bachelor's,Married,28,9,106316.83,17.1,Yes,1.0,2.0,3,0,3,No,7-10 yrs,0,1
EMP00124,Sales,Sales Executive,33.0,Male,Bachelor's,Married,9,0,66284.31,11.1,No,3.0,1.0,3,0,2,No,0-1 yrs,0,0
EMP00125,Engineering,Senior Engineer,21.0,Male,High School,Married,3,3,74713.08,2.0,No,3.0,3.0,3,1,4,No,2-3 yrs,0,0
EMP01285,Sales,Sales Manager,39.0,Male,Bachelor's,Single,16,0,84542.3,13.2,No,4.0,3.0,2,0,2,No,0-1 yrs,0,0
EMP00296,Finance,Financial Analyst,44.0,Female,PhD,Single,20,1,119438.6,2.2,Yes,1.0,1.0,3,0,2,Yes,0-1 yrs,1,1
EMP01177,Marketing,Marketing Executive,22.0,Male,PhD,Single,1,1,74788.91,4.3,No,4.0,1.0,3,1,0,Yes,0-1 yrs,1,0
EMP00674,Engineering,Engineering Manager,31.0,Female,Bachelor's,Divorced,13,10,94439.09,9.2,No,2.0,1.0,3,0,1,No,7-10 yrs,0,0
EMP00444,Support,Support Lead,23.0,Female,Bachelor's,Single,5,5,55263.72,8.1,Yes,2.0,3.0,2,0,5,No,4-6 yrs,0,1
EMP00479,Sales,Account Manager,31.0,Female,PhD,Single,10,4,83596.3,2.8,No,4.0,4.0,3,0,3,No,4-6 yrs,0,0
EMP01384,Sales,Sales Executive,21.0,Male,PhD,Single,0,0,73383.05,19.7,No,1.0,1.0,3,0,3,Yes,0-1 yrs,1,0
EMP00457,Sales,Sales Manager,32.0,Female,Master's,Divorced,12,0,73383.0,9.2,No,4.0,4.0,4,0,1,No,0-1 yrs,0,0
EMP00598,Engineering,Senior Engineer,30.0,Female,Bachelor's,Single,5,1,84489.63,8.8,No,3.0,3.0,3,1,3,No,0-1 yrs,0,0
EMP00639,Support,Support Lead,25.0,Male,Bachelor's,Married,2,2,44585.29,3.6,No,4.0,3.0,2,0,2,No,2-3 yrs,0,0
EMP00669,Support,Support Executive,35.0,Female,Bachelor's,Married,14,0,67442.32,3.5,No,2.0,4.0,3,0,0,No,0-1 yrs,0,0
EMP00330,Sales,Account Manager,60.0,Male,Master's,Divorced,42,3,134130.08,17.9,No,4.0,3.0,3,0,4,No,2-3 yrs,0,0
EMP01382,Sales,Sales Manager,25.0,Female,High School,Divorced,2,2,49524.03,0.6,No,2.0,4.0,4,0,0,No,2-3 yrs,0,0
EMP00624,Support,Support Executive,32.0,Female,Bachelor's,Single,14,5,80685.53,14.0,No,2.0,3.0,3,0,1,Yes,4-6 yrs,1,0
EMP01058,Support,Support Lead,52.0,Male,Bachelor's,Married,26,3,95579.08,3.2,No,2.0,1.0,3,0,3,No,2-3 yrs,0,0
EMP00402,Sales,Sales Manager,37.0,Female,Bachelor's,Married,8,0,71427.89,20.3,No,2.0,4.0,3,0,3,Yes,0-1 yrs,1,0
EMP00420,Sales,Sales Executive,31.0,Male,Bachelor's,Divorced,11,3,74715.63,12.0,Yes,2.0,1.0,3,0,0,Yes,2-3 yrs,1,1
EMP00196,Support,Support Lead,22.0,Male,Master's,Married,0,0,44583.35,12.9,No,3.0,1.0,3,0,2,Yes,0-1 yrs,1,0
EMP01182,Engineering,QA Engineer,46.0,Male,High School,Married,25,8,83596.3,10.9,No,1.0,4.0,4,0,1,No,7-10 yrs,0,0
EMP00875,Support,Support Executive,48.0,Male,Bachelor's,Divorced,29,2,98614.44,6.3,No,1.0,2.0,1,0,5,Yes,2-3 yrs,1,0
EMP01396,Engineering,QA Engineer,36.0,Female,PhD,Divorced,14,11,118896.42,3.0,No,4.0,3.0,4,1,2,No,10+ yrs,0,0
EMP00837,Finance,Financial Analyst,35.0,Male,Master's,Single,10,10,98800.72,7.3,Yes,2.0,2.0,3,0,0,Yes,7-10 yrs,1,1
EMP00258,Marketing,Marketing Executive,42.0,Female,Master's,Single,17,7,93911.93,4.6,Yes,3.0,2.0,4,0,4,No,7-10 yrs,0,1
EMP00582,Marketing,Marketing Executive,32.0,Male,Bachelor's,Divorced,13,1,79828.48,15.9,No,2.0,1.0,3,0,2,No,0-1 yrs,0,0
EMP00483,Hr,HR Executive,33.0,Male,Master's,Single,13,2,75834.47,1.1,No,4.0,3.0,3,1,0,No,2-3 yrs,0,0
EMP00529,Marketing,Content Specialist,42.0,Female,Bachelor's,Divorced,19,1,98507.23,16.4,No,3.0,2.0,3,1,2,No,0-1 yrs,0,0
EMP00626,Engineering,Senior Engineer,34.0,Male,Master's,Single,12,5,110533.52,21.1,No,1.0,1.0,2,0,3,Yes,4-6 yrs,1,0
EMP00454,Hr,HR Executive,45.0,Male,Bachelor's,Single,23,10,97332.62,3.1,No,3.0,4.0,3,1,3,Yes,7-10 yrs,1,0
EMP00263,Engineering,Engineering Manager,32.0,Female,Bachelor's,Divorced,5,1,74680.09,2.0,No,4.0,4.0,4,0,5,No,0-1 yrs,0,0
EMP01465,Engineering,Engineering Manager,35.0,Male,PhD,Single,20,1,128699.76,0.2,No,2.0,4.0,4,0,2,No,0-1 yrs,0,0
EMP00801,Support,Support Lead,39.0,Male,Master's,Married,16,0,86088.45,2.2,No,4.0,2.0,4,0,2,No,0-1 yrs,0,0
EMP01448,Marketing,Marketing Manager,33.0,Male,Bachelor's,Divorced,7,2,63738.54,8.7,Yes,3.0,1.0,4,1,4,Yes,2-3 yrs,1,1
EMP01353,Support,Support Executive,38.0,Female,Master's,Single,14,14,79364.69,8.7,No,2.0,3.0,3,1,4,No,10+ yrs,0,0
EMP00670,Sales,Sales Manager,43.0,Female,Bachelor's,Married,16,4,91971.9,2.7,Yes,3.0,3.0,4,0,2,No,4-6 yrs,0,1
EMP00081,Marketing,Marketing Manager,38.0,Female,Bachelor's,Married,16,1,84638.97,0.6,No,4.0,1.0,2,0,4,No,0-1 yrs,0,0
EMP00704,Sales,Account Manager,34.0,Female,Bachelor's,Divorced,3,3,53673.49,1.4,No,1.0,2.0,3,1,1,No,2-3 yrs,0,0
EMP00016,Marketing,Marketing Executive,35.0,Female,Master's,Single,9,0,78849.02,6.9,Yes,3.0,2.0,3,0,2,Yes,0-1 yrs,1,1
EMP01284,Engineering,Software Engineer,32.0,Male,Bachelor's,Married,5,3,88038.64,3.0,No,1.0,3.0,4,1,1,Yes,2-3 yrs,1,0
EMP00828,Hr,HR Executive,53.0,Male,High School,Divorced,30,12,93045.98,0.1,No,2.0,2.0,3,0,2,No,10+ yrs,0,0
EMP00814,Support,Support Executive,27.0,Male,Bachelor's,Single,6,6,47403.85,1.2,No,3.0,2.0,3,0,2,No,4-6 yrs,0,0
EMP00922,Engineering,Senior Engineer,29.0,Male,Bachelor's,Married,11,0,88900.11,18.7,No,2.0,4.0,4,1,4,Yes,0-1 yrs,1,0
EMP00066,Engineering,Software Engineer,27.0,Male,Bachelor's,Married,0,0,74212.59,8.5,No,1.0,3.0,3,0,5,Yes,0-1 yrs,1,0
EMP01071,Engineering,QA Engineer,40.0,Male,Bachelor's,Divorced,22,8,111742.84,4.6,No,4.0,2.0,3,1,4,No,7-10 yrs,0,0
EMP01100,Hr,Recruiter,26.0,Male,Bachelor's,Single,1,0,59301.06,15.2,No,3.0,3.0,3,1,0,No,0-1 yrs,0,0
EMP00687,Support,Support Lead,40.0,Female,Master's,Married,19,3,92005.9,21.2,Yes,4.0,3.0,3,0,1,No,2-3 yrs,0,1
EMP01234,Engineering,Software Engineer,31.0,Female,Master's,Married,5,2,89762.25,6.9,Yes,2.0,1.0,3,0,3,Yes,2-3 yrs,1,1
EMP00059,Support,Support Lead,24.0,Female,Master's,Married,0,0,49979.7,26.8,No,4.0,4.0,3,0,3,No,0-1 yrs,0,0
EMP01191,Sales,Account Manager,33.0,Male,Master's,Single,7,1,80762.33,3.1,No,1.0,2.0,3,1,2,Yes,0-1 yrs,1,0
EMP00089,Engineering,Software Engineer,36.0,Male,Master's,Single,12,1,107238.01,2.6,Yes,1.0,3.0,2,0,1,No,0-1 yrs,0,1
EMP00054,Support,Support Lead,51.0,Female,High School,Married,28,0,81865.62,3.7,No,2.0,2.0,2,1,5,Yes,0-1 yrs,1,0
EMP00026,Marketing,Content Specialist,26.0,Male,Bachelor's,Married,5,1,63808.8,9.2,No,4.0,3.0,2,0,2,Yes,0-1 yrs,1,0
EMP00690,Hr,HR Executive,33.0,Male,Master's,Single,9,6,81655.93,0.0,No,2.0,1.0,1,0,1,Yes,4-6 yrs,1,0
EMP00255,Engineering,Engineering Manager,41.0,Female,Bachelor's,Divorced,18,4,97028.54,0.7,Yes,3.0,3.0,4,0,3,No,4-6 yrs,0,1
EMP00486,Engineering,Senior Engineer,41.0,Female,Master's,Single,21,1,120170.03,0.2,No,3.0,3.0,3,0,1,No,0-1 yrs,0,0
EMP00650,Marketing,Marketing Executive,22.0,Female,Master's,Divorced,0,0,60610.19,2.6,No,3.0,1.0,3,0,2,No,0-1 yrs,0,0
EMP00386,Engineering,QA Engineer,33.0,Male,Bachelor's,Married,13,5,99683.82,3.0,No,4.0,1.0,4,0,4,No,4-6 yrs,0,0
EMP00018,Sales,Sales Manager,30.0,Female,Bachelor's,Single,11,0,77938.8,1.8,No,3.0,2.0,3,0,1,Yes,0-1 yrs,1,0
EMP00720,Finance,Accountant,35.0,Male,Master's,Single,13,4,92921.44,18.1,No,1.0,1.0,2,1,2,Yes,4-6 yrs,1,0
EMP00644,Engineering,Engineering Manager,32.0,Female,PhD,Divorced,8,2,113135.2,43.2,No,2.0,3.0,3,1,5,Yes,2-3 yrs,1,0
EMP01079,Finance,Accountant,37.0,Male,Bachelor's,Married,16,4,86463.28,0.8,Yes,4.0,3.0,2,0,1,No,4-6 yrs,0,1
EMP00790,Marketing,Marketing Executive,31.0,Female,Bachelor's,Single,13,1,70177.17,5.2,No,4.0,2.0,3,0,4,Yes,0-1 yrs,1,0
EMP00939,Marketing,Marketing Manager,33.0,Female,Master's,Divorced,10,3,86628.56,6.5,No,2.0,3.0,3,0,3,No,2-3 yrs,0,0
EMP01459,Engineering,Engineering Manager,36.0,Female,Master's,Divorced,14,2,103420.8,1.8,No,2.0,4.0,3,0,1,Yes,2-3 yrs,1,0
EMP01340,Finance,Finance Manager,33.0,Male,Master's,Single,5,1,82680.9,15.2,No,3.0,3.0,3,0,4,No,0-1 yrs,0,0
EMP00652,Engineering,Engineering Manager,30.0,Male,Bachelor's,Married,9,9,89406.62,2.9,No,2.0,4.0,2,1,4,No,7-10 yrs,0,0
EMP00979,Support,Support Executive,37.0,Female,Master's,Divorced,12,0,75461.88,10.4,Yes,4.0,2.0,4,1,4,No,0-1 yrs,0,1
EMP00097,Sales,Account Manager,29.0,Male,Master's,Single,7,3,72498.75,22.4,Yes,2.0,1.0,3,0,4,No,2-3 yrs,0,1
EMP00537,Support,Support Executive,21.0,Female,Bachelor's,Single,0,0,40674.09,4.1,Yes,4.0,3.0,3,1,1,No,0-1 yrs,0,1
EMP01054,Engineering,Engineering Manager,47.0,Female,Bachelor's,Divorced,25,5,125029.58,0.8,Yes,3.0,1.0,4,0,1,No,4-6 yrs,0,1
EMP00352,Sales,Sales Executive,46.0,Female,Bachelor's,Divorced,18,0,100220.39,3.5,No,2.0,4.0,3,0,3,No,0-1 yrs,0,0
EMP01144,Engineering,Software Engineer,33.0,Male,Bachelor's,Single,9,6,84721.71,21.3,No,3.0,3.0,3,1,4,No,4-6 yrs,0,0
EMP00351,Sales,Sales Executive,27.0,Male,Bachelor's,Married,7,2,67554.15,4.4,Yes,4.0,2.0,2,1,0,No,2-3 yrs,0,1
EMP01021,Hr,HR Manager,34.0,Male,Master's,Single,9,0,74494.94,3.3,No,3.0,3.0,3,0,3,No,0-1 yrs,0,0
EMP01414,Support,Support Lead,38.0,Male,Master's,Married,19,0,96813.38,12.2,No,4.0,3.0,3,0,1,No,0-1 yrs,0,0
EMP00138,Engineering,Senior Engineer,21.0,Female,Bachelor's,Married,0,0,76197.47,5.6,Yes,4.0,4.0,3,1,1,No,0-1 yrs,0,1
